# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = na semana em que o relator da operacao lava jato no supremo tribunal federal stf comemorou em silencio cerimonioso a vitoria por 11 a 0 contra os colegas que desafiam seu poder absoluto sobre os destinos dos reus sob o peso de seu martelo seu parceiro procuradorgeral da republica recorreu a uma metafora primitiva o ministro do stf luiz edson fachin e o chefao do ministerio publico federal mpf rodrigo janot este em fim de linha nao se sentem forcados a dar explicacoes por terem patrocinado a delacao premiada mais generosa da historia da humanidade que ambos concederam a joesley batista o bamba do abate todo mundo sabe pelo menos dentro dos limites do distrito federal que ricardo saud um dos delatores premiados da holding jf que deixaram anapolis em goias para brilhar nesse mundao grandao de deus foi solicito parceiro do excelentissimo e eminentissimo relator em sua peregrinacao a cata de votos a seu favor na sabatina do senado para aprovar sua nomeacao para o supremo e ainda de conhecimento publico que sua escolha nao foi abencoada pela ausencia de suspeitas e desconfiancas no momento em que a dra dilma vana rousseff linhares resolveu substituir o relator do mensalao joaquim barbosa por ele e nao eram meros detalhes desprezaveis como diria o dr michel miguel devoto de palavras dicionarizadas que nao tem uso corriqueiro ou como o lente de direito constitucional da puc de sao paulo podia preferir lana caprina assim que findou sua passagem pela presidencia do stf alegando ter sido ameacado barbosa aposentouse a chefa do poder executivo levou oito longos meses quase uma gestacao para substituilo os cheios de pruridos eticos na escolha para ser membro tao poderoso de uma instituicao que deveria ficar acima de qualquer suspeita na vida toda entre os quais o autor destas linhas insistiram na tecla de que o ilustre jurista tinha advogado quando ainda era procurador do estado do parana o que fora proibido pela constituicao usei fora e nao era porque a mudanca constitucional foi usada como argumento para defendelo por entidades que nao tinham por que se meter no caso a ordem dos advogados do brasil oab e a associacao dos procuradores do estado do parana que apresentaram pareceres juridicos a respeito ao aprovalo na sabatina o senado estendeu aos pretendentes ao stf o principio basico do direito de defesa no direito romano in dubio pro reo ou seja na duvida a favor do reu para os insignes candidatos
1-2	na	_	_	_	_	_	_	_	TokenRange=0:2
295	substituilo	_	VERB	VERB	_	428	nmod	_	TokenRange=1606:1617
296	os	o	DET	DET	_	297	det	_	TokenRange=1618:1620
297	cheios	cheio	NOUN	NOUN	_	295	obj	_	TokenRange=1621:1627
298	de	de	ADP	ADP	_	299	case	_	TokenRange=1628:1630
299	pruridos	prurido	NOUN	NOUN	_	297	nmod	_	TokenRange=1631:1639
300	eticos	etico	ADJ	ADJ	_	299	amod	_	TokenRange=1640:1646
301-302	na	_	_	_	_	_	_	_	TokenRange=1647:1649
301	em	em	ADP	ADP	_	303	case	_	_
302	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	303	det	_	_
303	escolha	escolha	NOUN	NOUN	_	432	nmod	_	TokenRange=1650:1657
304	para	_	ADP	ADP	_	306	mark	_	TokenRange=1658:1662
305	ser	ser	AUX	AUX	_	306	cop	_	TokenRange=1663:1666
306	membro	membro	NOUN	NOUN	_	287	advcl	_	TokenRange=1667:1673
307	tao	tao	ADV	ADV	_	308	advmod	_	TokenRange=1674:1677
308	poderoso	poderoso	ADJ	ADJ	_	306	amod	_	TokenRange=1678:1686
309	de	de	ADP	ADP	_	311	case	_	TokenRange=1687:1689
310	uma	um	DET	DET	_	311	det	_	TokenRange=1690:1693
311	instituicao	instituicao	NOUN	NOUN	_	347	nmod	_	TokenRange=1694:1705
312	que	_	PRON	PRON	_	314	nsubj	_	TokenRange=1706:1709
313	deveria	dever	AUX	AUX	_	314	aux	_	TokenRange=1710:1717
314	ficar	ficar	VERB	VERB	_	206	acl:relcl	_	TokenRange=1718:1723
315	acima	acima	ADV	ADV	_	314	advmod	_	TokenRange=1724:1729
316	de	de	ADP	ADP	_	318	case	_	TokenRange=1730:1732
317	qualquer	_	DET	DET	_	318	det	_	TokenRange=1733:1741
318	suspeita	_	NOUN	NOUN	_	315	nmod	_	TokenRange=1742:1750
319-320	na	_	_	_	_	_	_	_	TokenRange=1751:1753
319	em	em	ADP	ADP	_	321	case	_	_
320	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	321	det	_	_
321	vida	vida	NOUN	NOUN	_	318	nmod	_	TokenRange=1754:1758
322	toda	todo	ADJ	ADJ	_	321	amod	_	TokenRange=1759:1763
323	entre	_	ADP	ADP	_	325	case	_	TokenRange=1764:1769
324	os	o	DET	DET	_	325	det	_	TokenRange=1770:1772
325	quais	_	PRON	PRON	_	330	nmod	_	TokenRange=1773:1778
326	o	o	DET	DET	_	327	det	_	TokenRange=1779:1780
327	autor	autor	NOUN	NOUN	_	280	nsubj	_	TokenRange=1781:1786
328	destas	_	ADP	ADP	_	329	case	_	TokenRange=1787:1793
329	linhas	_	NOUN	NOUN	_	327	nmod	_	TokenRange=1794:1800
330	insistiram	insistir	VERB	VERB	_	206	acl:relcl	_	TokenRange=1801:1811
331-332	na	_	_	_	_	_	_	_	TokenRange=1812:1814
331	em	em	ADP	ADP	_	333	case	_	_
332	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	333	det	_	_
333	tecla	tecla	NOUN	NOUN	_	330	nmod	_	TokenRange=1815:1820
334	de	_	ADP	ADP	_	340	mark	_	TokenRange=1821:1823
335	que	que	CCONJ	CONJ	_	340	mark	_	TokenRange=1824:1827
336	o	o	DET	DET	_	338	det	_	TokenRange=1828:1829
337	ilustre	ilustre	ADJ	ADJ	_	338	amod	_	TokenRange=1830:1837
338	jurista	jurista	NOUN	NOUN	_	340	nsubj	_	TokenRange=1838:1845
339	tinha	ter	AUX	AUX	_	340	aux	_	TokenRange=1846:1851
340	advogado	advogar	VERB	VERB	_	333	nmod	_	TokenRange=1852:1860
341	quando	_	CCONJ	CONJ	_	344	mark	_	TokenRange=1861:1867
342	ainda	ainda	ADV	ADV	_	344	advmod	_	TokenRange=1868:1873
343	era	_	AUX	AUX	_	344	cop	_	TokenRange=1874:1877
344	procurador	procurador	NOUN	NOUN	_	340	advcl	_	TokenRange=1878:1888
345-346	do	_	_	_	_	_	_	_	TokenRange=1889:1891
345	de	de	ADP	ADP	_	347	case	_	_
346	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	347	det	_	_
347	estado	estado	NOUN	NOUN	_	344	nmod	_	TokenRange=1892:1898
348-349	do	_	_	_	_	_	_	_	TokenRange=1899:1901
348	de	de	ADP	ADP	_	350	case	_	_
349	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	350	det	_	_
350	parana	parana	NOUN	NOUN	_	347	nmod	_	TokenRange=1902:1908
351	o	_	PRON	PRON	_	344	appos	_	TokenRange=1909:1910
352	que	_	PRON	PRON	_	354	nsubj:pass	_	TokenRange=1911:1914
353	fora	_	AUX	AUX	_	354	aux:pass	_	TokenRange=1915:1919
354	proibido	proibir	VERB	VERB	_	351	acl:relcl	_	TokenRange=1920:1928
355-356	pela	_	_	_	_	_	_	_	TokenRange=1929:1933
355	por	por	ADP	ADP	_	357	case	_	_
356	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	357	det	_	_
357	constituicao	constituicao	NOUN	NOUN	_	354	nmod	_	TokenRange=1934:1946
358	usei	usar	VERB	VERB	_	351	acl:relcl	_	TokenRange=1947:1951
359	fora	fora	ADV	ADV	_	358	advmod	_	TokenRange=1952:1956
360	e	e	CCONJ	CONJ	_	362	cc	_	TokenRange=1957:1958
361	nao	nao	ADV	ADV	Polarity=Neg	362	advmod	_	TokenRange=1959:1962
362	era	_	VERB	VERB	_	287	conj	_	TokenRange=1963:1966
363	porque	_	CCONJ	CONJ	_	368	mark	_	TokenRange=1967:1973
364	a	o	DET	DET	_	365	det	_	TokenRange=1974:1975
365	mudanca	mudanca	NOUN	NOUN	_	368	nsubj:pass	_	TokenRange=1976:1983
366	constitucional	constitucional	ADJ	ADJ	_	365	amod	_	TokenRange=1984:1998
367	foi	_	AUX	AUX	_	368	aux:pass	_	TokenRange=1999:2002
368	usada	usar	VERB	VERB	_	287	advcl	_	TokenRange=2003:2008
369	como	como	ADP	ADP	_	370	case	_	TokenRange=2009:2013
370	argumento	argumento	NOUN	NOUN	_	368	nmod	_	TokenRange=2014:2023
371	para	_	ADP	ADP	_	372	mark	_	TokenRange=2024:2028
372	defendelo	defendelo	NOUN	NOUN	_	370	nmod	_	TokenRange=2029:2038
373	por	por	ADP	ADP	_	374	case	_	TokenRange=2039:2042
374	entidades	entidade	NOUN	NOUN	_	372	nmod	_	TokenRange=2043:2052
375	que	_	PRON	PRON	_	377	nsubj	_	TokenRange=2053:2056
376	nao	nao	ADV	ADV	Polarity=Neg	377	advmod	_	TokenRange=2057:2060
377	tinham	ter	VERB	VERB	_	374	acl:relcl	_	TokenRange=2061:2067
378	por	_	ADP	ADP	_	379	case	_	TokenRange=2068:2071
379	que	_	PRON	PRON	_	381	nmod	_	TokenRange=2072:2075
380	se	_	PRON	PRON	_	381	expl:pv	_	TokenRange=2076:2078
381	meter	meter	VERB	VERB	_	377	advcl	_	TokenRange=2079:2084
382-383	no	_	_	_	_	_	_	_	TokenRange=2085:2087
382	em	em	ADP	ADP	_	384	case	_	_
383	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	384	det	_	_
384	caso	caso	NOUN	NOUN	_	381	nmod	_	TokenRange=2088:2092
385	a	o	DET	DET	_	386	det	_	TokenRange=2093:2094
386	ordem	ordem	NOUN	NOUN	_	381	nsubj	_	TokenRange=2095:2100
387-388	dos	_	_	_	_	_	_	_	TokenRange=2101:2104
387	de	de	ADP	ADP	_	389	case	_	_
388	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	389	det	_	_
389	advogados	advogado	NOUN	NOUN	_	386	nmod	_	TokenRange=2105:2114
390-391	do	_	_	_	_	_	_	_	TokenRange=2115:2117
390	de	de	ADP	ADP	_	392	case	_	_
391	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	392	det	_	_
392	brasil	brasil	NOUN	NOUN	_	389	nmod	_	TokenRange=2118:2124
393	oab	_	PROPN	PNOUN	_	95	appos	_	TokenRange=2125:2128
394	e	e	CCONJ	CONJ	_	396	cc	_	TokenRange=2129:2130
395	a	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	396	det	_	TokenRange=2131:2132
396	associacao	associacao	NOUN	NOUN	_	386	conj	_	TokenRange=2133:2143
397-398	dos	_	_	_	_	_	_	_	TokenRange=2144:2147
397	de	de	ADP	ADP	_	399	case	_	_
398	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	399	det	_	_
399	procuradores	procurador	NOUN	NOUN	_	396	nmod	_	TokenRange=2148:2160
400-401	do	_	_	_	_	_	_	_	TokenRange=2161:2163
400	de	de	ADP	ADP	_	402	case	_	_
401	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	402	det	_	_
402	estado	estado	NOUN	NOUN	_	396	nmod	_	TokenRange=2164:2170
403-404	do	_	_	_	_	_	_	_	TokenRange=2171:2173
403	de	de	ADP	ADP	_	405	case	_	_
404	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	405	det	_	_
405	parana	parana	NOUN	NOUN	_	101	nmod	_	TokenRange=2174:2180
406	que	_	PRON	PRON	_	407	nsubj	_	TokenRange=2181:2184
407	apresentaram	apresentar	VERB	VERB	_	95	acl:relcl	_	TokenRange=2185:2197
408	pareceres	parecer	NOUN	NOUN	_	407	obj	_	TokenRange=2198:2207
409	juridicos	juridico	ADJ	ADJ	_	408	amod	_	TokenRange=2208:2217
410	a	_	ADP	ADP	_	411	case	_	TokenRange=2218:2219
411	respeito	respeito	NOUN	NOUN	_	407	nmod	_	TokenRange=2220:2228
412-413	ao	_	_	_	_	_	_	_	TokenRange=2229:2231
412	a	a	ADP	ADP	_	414	case	_	_
413	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	414	det	_	_
414	aprovalo	aprovalo	NOUN	NOUN	_	411	nmod	_	TokenRange=2232:2240
415-416	na	_	_	_	_	_	_	_	TokenRange=2241:2243
415	em	em	ADP	ADP	_	417	case	_	_
416	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	417	det	_	_
417	sabatina	_	NOUN	NOUN	_	407	nmod	_	TokenRange=2244:2252
418	o	o	DET	DET	_	419	det	_	TokenRange=2253:2254
419	senado	senado	NOUN	NOUN	_	420	nsubj	_	TokenRange=2255:2261
420	estendeu	estender	VERB	VERB	_	156	acl:relcl	_	TokenRange=2262:2270
421-422	aos	_	_	_	_	_	_	_	TokenRange=2271:2274
421	a	a	ADP	ADP	_	423	case	_	_
422	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	423	det	_	_
423	pretendentes	pretendente	NOUN	NOUN	_	420	iobj	_	TokenRange=2275:2287
424-425	ao	_	_	_	_	_	_	_	TokenRange=2288:2290
424	a	a	ADP	ADP	_	426	case	_	_
425	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	426	det	_	_
426	stf	_	NOUN	NOUN	_	423	nmod	_	TokenRange=2291:2294
427	o	o	DET	DET	_	428	det	_	TokenRange=2295:2296
428	principio	principio	NOUN	NOUN	_	420	obj	_	TokenRange=2297:2306
429	basico	basico	ADJ	ADJ	_	428	amod	_	TokenRange=2307:2313
430-431	do	_	_	_	_	_	_	_	TokenRange=2314:2316
430	de	de	ADP	ADP	_	432	case	_	_
431	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	432	det	_	_
432	direito	direito	NOUN	NOUN	_	428	nmod	_	TokenRange=2317:2324
433	de	de	ADP	ADP	_	434	case	_	TokenRange=2325:2327
434	defesa	_	NOUN	NOUN	_	432	nmod	_	TokenRange=2328:2334
435-436	no	_	_	_	_	_	_	_	TokenRange=2335:2337
435	em	em	ADP	ADP	_	437	case	_	_
436	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	437	det	_	_
437	direito	direito	NOUN	NOUN	_	432	nmod	_	TokenRange=2338:2345
438	romano	romano	ADJ	ADJ	_	437	amod	_	TokenRange=2346:2352
439	in	_	ADP	ADP	_	440	case	_	TokenRange=2353:2355
440	dubio	dubio	NOUN	NOUN	_	437	nmod	_	TokenRange=2356:2361
441	pro	_	ADP	ADP	_	442	case	_	TokenRange=2362:2365
442	reo	reo	NOUN	NOUN	_	440	nmod	_	TokenRange=2366:2369
443	ou	ou	CCONJ	CONJ	_	447	cc	_	TokenRange=2370:2372
444	seja	ser	VERB	VERB	_	447	conj	_	TokenRange=2373:2377
445-446	na	_	_	_	_	_	_	_	TokenRange=2378:2380
445	em	em	ADP	ADP	_	447	case	_	_
446	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	447	det	_	_
447	duvida	duvida	NOUN	NOUN	_	287	nmod	_	TokenRange=2381:2387
448	a	_	ADP	ADP	_	449	case	_	TokenRange=2388:2389
449	favor	favor	NOUN	NOUN	_	447	nmod	_	TokenRange=2390:2395
450-451	do	_	_	_	_	_	_	_	TokenRange=2396:2398
450	de	de	ADP	ADP	_	452	case	_	_
451	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	452	det	_	_
452	reu	reu	NOUN	NOUN	_	449	nmod	_	TokenRange=2399:2402
453	para	para	ADP	ADP	_	456	case	_	TokenRange=2403:2407
454	os	o	DET	DET	_	456	det	_	TokenRange=2408:2410
455	insignes	insigne	ADJ	ADJ	_	456	amod	_	TokenRange=2411:2419
456	candidatos	candidato	NOUN	NOUN	_	447	nmod	_	SpacesAfter=\s\s|TokenRange=2420:2430

