# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = relatorio da pf aponta que lula recebeu vantagens em obras feitas em cuba republica dominicana e angola a pf esta investigando a relacao entre o expresidente lula e emprestimos do bndes feitos com a intervencao do ministerio de desenvolvimento industria e comercio durante a gestao do petista a informacao e do portal jota noticias investigadores da pf indicam que lula incorreu em conduta tipificada no codigo penal pois teria usado do seu prestigio politico e da sua condicao de expresidente para influenciar governos estrangeiros e interferir nos procedimentos de financiamento do bndes tudo em prol da odebrecht as obras do porto mariel em cuba aparecem entre as investigacoes o jota informou que os investigadores apontam que lula atuava como verdadeiro lobista da construtora odebrecht nos paises visitados defendendo os interesses da empresa e promovendoa junto aos governos estrangeiros e ao bndes ha indicios de que ao longo dos anos de 2011 e 2014 o expresidente teria recebido vantagens economicas indevidas direta e indiretamente do conglomerado odebrecht a pretexto de influir em atos praticados por agentes publicos estrangeiros notadamente na republica dominicana cuba e angola alem de facilitar e/ou agilizar o tramite de procedimentos de financiamentos de interesse do conglomerado referido no ambito do bndes nota dos investigadores sobre o bndes sao fartos os elementos que apontam no sentido de que lula tambem influenciava a atuacao do bndes facilitando a concessao de financiamentos aos paises que contratariam a odebrecht o documento diz ainda esta interferencia explicita do governo e de luiz inacio lula da silva e pessoas ligadas a ele nas decisoes do bndes transparece em trechos da delacao premiada do senador delcidio do amaral republica dominicana investigadores apontam que os emprestimos do bndes a republica dominicana aumentaram consideravelmente nos anos de 2013 2014 e 2015 conclui o documento houve portanto substancial aumento da atuacao do bndes na republica dominicana apos a visita de lula ao pais a comitiva de lula ao pais entre 31/5 a 2/6/2011 foi recepcionada por jose dirceu e marcelo odebreht nota instituto lula lula sempre atuou dentro da lei em defesa do brasil como fazem expresidentes em todo o mundo por isso mesmo lula nao e parte da operacao policial desta manha nem poderia ser
1	relatorio	relatorio	NOUN	NOUN	_	5	nsubj	_	TokenRange=0:9
292	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	293	det	_	_
293	decisoes	decisoe	NOUN	NOUN	_	371	nmod	_	TokenRange=1666:1674
294-295	do	_	_	_	_	_	_	_	TokenRange=1675:1677
294	de	de	ADP	ADP	_	296	case	_	_
295	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	296	det	_	_
296	bndes	bndes	NOUN	NOUN	_	293	nmod	_	TokenRange=1678:1683
297	transparece	transparecer	VERB	VERB	_	314	ccomp	_	TokenRange=1684:1695
298	em	em	ADP	ADP	_	299	case	_	TokenRange=1696:1698
299	trechos	trecho	NOUN	NOUN	_	297	nmod	_	TokenRange=1699:1706
300-301	da	_	_	_	_	_	_	_	TokenRange=1707:1709
300	de	de	ADP	ADP	_	302	case	_	_
301	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	302	det	_	_
302	delacao	delacao	NOUN	NOUN	_	299	nmod	_	TokenRange=1710:1717
303	premiada	premiar	VERB	VERB	_	302	acl	_	TokenRange=1718:1726
304-305	do	_	_	_	_	_	_	_	TokenRange=1727:1729
304	de	de	ADP	ADP	_	306	case	_	_
305	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	306	det	_	_
306	senador	senador	NOUN	NOUN	_	302	nmod	_	TokenRange=1730:1737
307	delcidio	delcidio	NOUN	NOUN	_	306	flat	_	TokenRange=1738:1746
308-309	do	_	_	_	_	_	_	_	TokenRange=1747:1749
308	de	de	ADP	ADP	_	310	case	_	_
309	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	310	det	_	_
310	amaral	amaral	NOUN	NOUN	_	306	nmod	_	TokenRange=1750:1756
311	republica	_	NOUN	NOUN	_	306	appos	_	TokenRange=1757:1766
312	dominicana	dominicano	ADJ	ADJ	_	311	amod	_	TokenRange=1767:1777
313	investigadores	investigador	NOUN	NOUN	_	314	nsubj	_	TokenRange=1778:1792
314	apontam	apontar	VERB	VERB	_	124	parataxis	_	TokenRange=1793:1800
315	que	que	CCONJ	CONJ	_	324	mark	_	TokenRange=1801:1804
316	os	o	DET	DET	_	317	det	_	TokenRange=1805:1807
317	emprestimos	emprestimo	NOUN	NOUN	_	324	nsubj	_	TokenRange=1808:1819
318-319	do	_	_	_	_	_	_	_	TokenRange=1820:1822
318	de	de	ADP	ADP	_	320	case	_	_
319	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	320	det	_	_
320	bndes	bndes	NOUN	NOUN	_	317	nmod	_	TokenRange=1823:1828
321	a	_	ADP	ADP	_	322	case	_	TokenRange=1829:1830
322	republica	_	NOUN	NOUN	_	317	nmod	_	TokenRange=1831:1840
323	dominicana	dominicano	ADJ	ADJ	_	322	amod	_	TokenRange=1841:1851
324	aumentaram	aumentar	VERB	VERB	_	314	ccomp	_	TokenRange=1852:1862
325	consideravelmente	consideravelmente	ADV	ADV	_	324	advmod	_	TokenRange=1863:1880
326-327	nos	_	_	_	_	_	_	_	TokenRange=1881:1884
326	em	em	ADP	ADP	_	328	case	_	_
327	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	328	det	_	_
328	anos	ano	NOUN	NOUN	_	324	nmod	_	TokenRange=1885:1889
329	de	de	ADP	ADP	_	330	case	_	TokenRange=1890:1892
330	2013	_	NUM	NUM	NumType=Card	328	nmod	_	TokenRange=1893:1897
331	2014	_	NUM	NUM	NumType=Card	409	nmod	_	TokenRange=1898:1902
332	e	e	CCONJ	CONJ	_	333	cc	_	TokenRange=1903:1904
333	2015	_	NUM	NUM	NumType=Card	331	conj	_	TokenRange=1905:1909
334	conclui	concluir	VERB	VERB	_	314	ccomp	_	TokenRange=1910:1917
335	o	o	DET	DET	_	336	det	_	TokenRange=1918:1919
336	documento	documento	NOUN	NOUN	_	337	obj	_	TokenRange=1920:1929
337	houve	haver	VERB	VERB	_	314	ccomp	_	TokenRange=1930:1935
338	portanto	_	ADV	ADV	_	339	advmod	_	TokenRange=1936:1944
339	substancial	substancial	ADJ	ADJ	_	340	amod	_	TokenRange=1945:1956
340	aumento	aumento	NOUN	NOUN	_	337	obj	_	TokenRange=1957:1964
341-342	da	_	_	_	_	_	_	_	TokenRange=1965:1967
341	de	de	ADP	ADP	_	343	case	_	_
342	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	343	det	_	_
343	atuacao	atuacao	NOUN	NOUN	_	340	nmod	_	TokenRange=1968:1975
344-345	do	_	_	_	_	_	_	_	TokenRange=1976:1978
344	de	de	ADP	ADP	_	346	case	_	_
345	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	346	det	_	_
346	bndes	bndes	NOUN	NOUN	_	343	nmod	_	TokenRange=1979:1984
347-348	na	_	_	_	_	_	_	_	TokenRange=1985:1987
347	em	em	ADP	ADP	_	349	case	_	_
348	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	349	det	_	_
349	republica	_	NOUN	NOUN	_	343	nmod	_	TokenRange=1988:1997
350	dominicana	dominicano	ADJ	ADJ	_	349	amod	_	TokenRange=1998:2008
351	apos	_	ADP	ADP	_	353	case	_	TokenRange=2009:2013
352	a	o	DET	DET	_	353	det	_	TokenRange=2014:2015
353	visita	visita	NOUN	NOUN	_	337	nmod	_	TokenRange=2016:2022
354	de	de	ADP	ADP	_	355	case	_	TokenRange=2023:2025
355	lula	lula	NOUN	NOUN	_	353	nmod	_	TokenRange=2026:2030
356-357	ao	_	_	_	_	_	_	_	TokenRange=2031:2033
356	a	a	ADP	ADP	_	358	case	_	_
357	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	358	det	_	_
358	pais	pais	NOUN	NOUN	_	353	nmod	_	TokenRange=2034:2038
359	a	o	DET	DET	_	360	det	_	TokenRange=2039:2040
360	comitiva	comitiva	NOUN	NOUN	_	383	nsubj	_	TokenRange=2041:2049
361	de	de	ADP	ADP	_	362	case	_	TokenRange=2050:2052
362	lula	lula	NOUN	NOUN	_	360	nmod	_	TokenRange=2053:2057
363-364	ao	_	_	_	_	_	_	_	TokenRange=2058:2060
363	a	a	ADP	ADP	_	365	case	_	_
364	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	365	det	_	_
365	pais	_	NOUN	NOUN	_	360	nmod	_	TokenRange=2061:2065
366	entre	_	ADP	ADP	_	367	case	_	TokenRange=2066:2071
367	31/5	_	NUM	NUM	NumType=Card	360	nmod	_	TokenRange=2072:2076
368	a	_	ADP	ADP	_	369	case	_	TokenRange=2077:2078
369	2/6/2011	_	NUM	NUM	NumType=Card	367	nmod	_	TokenRange=2079:2087
370	foi	_	AUX	AUX	_	371	aux:pass	_	TokenRange=2088:2091
371	recepcionada	recepcionar	VERB	VERB	_	314	ccomp	_	TokenRange=2092:2104
372	por	por	ADP	ADP	_	373	case	_	TokenRange=2105:2108
373	jose	jose	NOUN	NOUN	_	371	nmod	_	TokenRange=2109:2113
374	dirceu	_	NOUN	NOUN	_	373	flat	_	TokenRange=2114:2120
375	e	e	CCONJ	CONJ	_	376	cc	_	TokenRange=2121:2122
376	marcelo	marcelo	NOUN	NOUN	_	373	conj	_	TokenRange=2123:2130
377	odebreht	_	NOUN	NOUN	_	376	flat	_	TokenRange=2131:2139
378	nota	nota	NOUN	NOUN	_	383	parataxis	_	TokenRange=2140:2144
379	instituto	instituto	NOUN	NOUN	_	383	nsubj	_	TokenRange=2145:2154
380	lula	lula	NOUN	NOUN	_	273	appos	_	TokenRange=2155:2159
381	lula	_	NOUN	NOUN	_	273	appos	_	TokenRange=2160:2164
382	sempre	sempre	ADV	ADV	_	383	advmod	_	TokenRange=2165:2171
383	atuou	atuar	VERB	VERB	_	314	ccomp	_	TokenRange=2172:2177
384	dentro	dentro	ADV	ADV	_	383	advmod	_	TokenRange=2178:2184
385-386	da	_	_	_	_	_	_	_	TokenRange=2185:2187
385	de	de	ADP	ADP	_	387	case	_	_
386	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	387	det	_	_
387	lei	lei	NOUN	NOUN	_	384	nmod	_	TokenRange=2188:2191
388	em	em	ADP	ADP	_	389	case	_	TokenRange=2192:2194
389	defesa	_	NOUN	NOUN	_	387	nmod	_	TokenRange=2195:2201
390-391	do	_	_	_	_	_	_	_	TokenRange=2202:2204
390	de	de	ADP	ADP	_	392	case	_	_
391	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	392	det	_	_
392	brasil	brasil	NOUN	NOUN	_	389	nmod	_	TokenRange=2205:2211
393	como	_	CCONJ	CONJ	_	394	mark	_	TokenRange=2212:2216
394	fazem	fazer	VERB	VERB	_	383	advcl	_	TokenRange=2217:2222
395	expresidentes	expresidente	NOUN	NOUN	_	394	nsubj	_	TokenRange=2223:2236
396	em	em	ADP	ADP	_	399	case	_	TokenRange=2237:2239
397	todo	_	DET	DET	_	399	det	_	TokenRange=2240:2244
398	o	o	DET	DET	_	399	det	_	TokenRange=2245:2246
399	mundo	mundo	NOUN	NOUN	_	394	nmod	_	TokenRange=2247:2252
400	por	por	ADP	ADP	_	401	case	_	TokenRange=2253:2256
401	isso	_	PRON	PRON	_	394	nmod	_	TokenRange=2257:2261
402	mesmo	mesmo	ADJ	ADJ	_	403	amod	_	TokenRange=2262:2267
403	lula	lula	NOUN	NOUN	_	394	nsubj	_	TokenRange=2268:2272
404	nao	nao	ADV	ADV	Polarity=Neg	406	advmod	_	TokenRange=2273:2276
405	e	e	CCONJ	CONJ	_	406	cc	_	TokenRange=2277:2278
406	parte	parte	NOUN	NOUN	_	394	conj	_	TokenRange=2279:2284
407-408	da	_	_	_	_	_	_	_	TokenRange=2285:2287
407	de	de	ADP	ADP	_	409	case	_	_
408	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	409	det	_	_
409	operacao	operacao	NOUN	NOUN	_	406	nmod	_	TokenRange=2288:2296
410	policial	policial	ADJ	ADJ	_	409	amod	_	TokenRange=2297:2305
411	desta	_	ADP	ADP	_	412	case	_	TokenRange=2306:2311
412	manha	manha	NOUN	NOUN	_	409	nmod	_	TokenRange=2312:2317
413	nem	_	CCONJ	CONJ	_	415	cc	_	TokenRange=2318:2321
414	poderia	poder	AUX	AUX	_	415	aux	_	TokenRange=2322:2329
415	ser	ser	VERB	AUX	_	406	cop	_	TokenRange=2330:2333

