# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = aprendeu com o mestre lula sabatella saiu as ruas para provocar e depois bancar a vitima imagine so uma torcedora botafoguense passeando sem querer no meio da torcida do flamengo e gritando vai fogao entenderam a atriz leticia sabatella publicou em video em seu instagram dizendo que foi xingada por um grupo de manifestantes proimpeachment no centro de curitiba ontem 01 realmente a atriz foi foi xingada por uma mulher que a chamava de semvergonha e gritava chora petista um grupo de manifestantes e varios pms a protegeram na hora em que os animos estavam mais exaltados uma dessas pessoas exaltadas chegou a chamala de p voce e p coisa que nao de faz sabatella disse que nao foi ao protesto para se autopromover e que simplesmente passava pela praca pouco antes de comecar a manifestacao quando pasou para conversar com uma senhora ela disse preocupa esta falta de democracia no nosso brasil eles nao sabem o que fazem a atriz com cara de boazinha disse que estava simplesmente passando pelo local como assim ele estava com a cara pintada pessoas comuns costumam andar por ai com a cara pintada de verde e amarelo pelas imagens de um video publicado na internet da pra ver que ela nao estava somente passando pelo local ela foi ao local para provocar as pessoas coisa tipica de petista provoca e depois banca a vitima todas as pessoas tem o direito de ir e vir mas e ai que entra algo chamado bom senso o brasil tem mais de 10 milhoes de quilometros quadrados mas a petista quis exercer seu direito de ir e vir justamente nos quarteiroes onde as pessoas se manifestavam contra dilma imagine so uma torcedora botafoguense passeando sem querer no meio da torcida do flamengo e gritando vai fogao entenderam o video mostra a policia militar agindo com toda prudencia e paciencia pedindo gentilmente para a dignissima atriz petista deixar o local para proteger sua integridade o que ela fez se recusou a sair e ainda registrou um bo por injuria no 1 distrito da policia civil do parana de acordo com informacoes do g1 leia tambem tenho acompanhado a situacao do brasil atraves dos noticiarios mundiais e tenho plena confianca nas instituicoes brasileiras como o ministerio publico a policia federal e o poder judiciario
1	aprendeu	aprender	VERB	VERB	_	0	root	_	TokenRange=0:8
309	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	310	det	_	_
310	torcida	torcida	NOUN	NOUN	_	307	nmod	_	TokenRange=1657:1664
311-312	do	_	_	_	_	_	_	_	TokenRange=1665:1667
311	de	de	ADP	ADP	_	313	case	_	_
312	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	313	det	_	_
313	flamengo	flamengo	NOUN	NOUN	_	310	nmod	_	TokenRange=1668:1676
314	e	e	CCONJ	CONJ	_	315	cc	_	TokenRange=1677:1678
315	gritando	gritar	VERB	VERB	_	240	conj	_	TokenRange=1679:1687
316	vai	ir	NOUN	NOUN	_	315	obj	_	TokenRange=1688:1691
317	fogao	fogao	NOUN	NOUN	_	315	obj	_	TokenRange=1692:1697
318	entenderam	entender	VERB	VERB	_	321	conj	_	TokenRange=1698:1708
319	o	o	DET	DET	_	320	det	_	TokenRange=1709:1710
320	video	video	NOUN	NOUN	_	318	nsubj	_	TokenRange=1711:1716
321	mostra	mostrar	VERB	VERB	_	121	ccomp	_	TokenRange=1717:1723
322	a	o	DET	DET	_	323	det	_	TokenRange=1724:1725
323	policia	policia	NOUN	NOUN	_	321	obj	_	TokenRange=1726:1733
324	militar	militar	ADJ	ADJ	_	323	amod	_	TokenRange=1734:1741
325	agindo	agir	VERB	VERB	_	321	acl	_	TokenRange=1742:1748
326	com	com	ADP	ADP	_	328	case	_	TokenRange=1749:1752
327	toda	_	DET	DET	_	328	det	_	TokenRange=1753:1757
328	prudencia	prudencia	NOUN	NOUN	_	325	nmod	_	TokenRange=1758:1767
329	e	e	CCONJ	CONJ	_	330	cc	_	TokenRange=1768:1769
330	paciencia	paciencia	NOUN	NOUN	_	328	conj	_	TokenRange=1770:1779
331	pedindo	pedir	VERB	VERB	_	321	acl	_	TokenRange=1780:1787
332	gentilmente	gentilmente	ADV	ADV	_	331	advmod	_	TokenRange=1788:1799
333	para	_	ADP	ADP	_	338	mark	_	TokenRange=1800:1804
334	a	o	DET	DET	_	336	det	_	TokenRange=1805:1806
335	dignissima	dignissimo	ADJ	ADJ	_	336	amod	_	TokenRange=1807:1817
336	atriz	_	NOUN	NOUN	_	350	nsubj	_	TokenRange=1818:1823
337	petista	petista	ADJ	ADJ	_	336	amod	_	TokenRange=1824:1831
338	deixar	deixar	VERB	VERB	_	320	acl:inf	_	TokenRange=1832:1838
339	o	o	DET	DET	_	340	det	_	TokenRange=1839:1840
340	local	local	NOUN	NOUN	_	338	obj	_	TokenRange=1841:1846
341	para	_	ADP	ADP	_	342	mark	_	TokenRange=1847:1851
342	proteger	proteger	VERB	VERB	_	338	advcl	_	TokenRange=1852:1860
343	sua	_	DET	DET	_	344	det:poss	_	TokenRange=1861:1864
344	integridade	integridade	NOUN	NOUN	_	342	obj	_	TokenRange=1865:1876
345	o	_	PRON	PRON	_	342	obj	_	TokenRange=1877:1878
346	que	_	PRON	PRON	_	348	obj	_	TokenRange=1879:1882
347	ela	_	PRON	PRON	_	348	nsubj	_	TokenRange=1883:1886
348	fez	fazer	VERB	VERB	_	345	acl:relcl	_	TokenRange=1887:1890
349	se	_	PRON	PRT	_	350	expl:pv	_	TokenRange=1891:1893
350	recusou	recusar	VERB	VERB	_	345	acl:relcl	_	TokenRange=1894:1901
351	a	_	ADP	ADP	_	352	mark	_	TokenRange=1902:1903
352	sair	sair	VERB	VERB	_	350	nmod	_	TokenRange=1904:1908
353	e	e	CCONJ	CONJ	_	355	cc	_	TokenRange=1909:1910
354	ainda	ainda	ADV	ADV	_	355	advmod	_	TokenRange=1911:1916
355	registrou	registrar	VERB	VERB	_	350	conj	_	TokenRange=1917:1926
356	um	um	DET	DET	_	357	det	_	TokenRange=1927:1929
357	bo	bo	NOUN	NOUN	_	355	obj	_	TokenRange=1930:1932
358	por	por	ADP	ADP	_	359	case	_	TokenRange=1933:1936
359	injuria	injuria	NOUN	NOUN	_	357	nmod	_	TokenRange=1937:1944
360-361	no	_	_	_	_	_	_	_	TokenRange=1945:1947
360	em	em	ADP	ADP	_	363	case	_	_
361	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	363	det	_	_
362	1	_	ADJ	ADJ	_	363	amod	_	TokenRange=1948:1949
363	distrito	distrito	NOUN	NOUN	_	355	nmod	_	TokenRange=1950:1958
364-365	da	_	_	_	_	_	_	_	TokenRange=1959:1961
364	de	de	ADP	ADP	_	366	case	_	_
365	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	366	det	_	_
366	policia	policia	NOUN	NOUN	_	363	nmod	_	TokenRange=1962:1969
367	civil	civil	ADJ	ADJ	_	366	amod	_	TokenRange=1970:1975
368-369	do	_	_	_	_	_	_	_	TokenRange=1976:1978
368	de	de	ADP	ADP	_	370	case	_	_
369	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	370	det	_	_
370	parana	parana	NOUN	NOUN	_	366	nmod	_	TokenRange=1979:1985
371	de	de	ADP	ADP	_	372	case	_	TokenRange=1986:1988
372	acordo	acordo	NOUN	NOUN	_	355	nmod	_	TokenRange=1989:1995
373	com	com	ADP	ADP	_	374	case	_	TokenRange=1996:1999
374	informacoes	informacoe	NOUN	NOUN	_	372	nmod	_	TokenRange=2000:2011
375-376	do	_	_	_	_	_	_	_	TokenRange=2012:2014
375	de	de	ADP	ADP	_	377	case	_	_
376	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	377	det	_	_
377	g1	g1	NOUN	NOUN	_	374	nmod	_	TokenRange=2015:2017
378	leia	ler	VERB	VERB	_	350	conj	_	TokenRange=2018:2022
379	tambem	tambem	ADV	ADV	_	381	advmod	_	TokenRange=2023:2029
380	tenho	ter	AUX	AUX	_	381	aux	_	TokenRange=2030:2035
381	acompanhado	acompanhar	VERB	VERB	_	121	ccomp	_	TokenRange=2036:2047
382	a	o	DET	DET	_	383	det	_	TokenRange=2048:2049
383	situacao	situacao	NOUN	NOUN	_	381	obj	_	TokenRange=2050:2058
384-385	do	_	_	_	_	_	_	_	TokenRange=2059:2061
384	de	de	ADP	ADP	_	386	case	_	_
385	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	386	det	_	_
386	brasil	brasil	NOUN	NOUN	_	383	nmod	_	TokenRange=2062:2068
387	atraves	atraves	ADV	ADV	_	381	advmod	_	TokenRange=2069:2076
388-389	dos	_	_	_	_	_	_	_	TokenRange=2077:2080
388	de	de	ADP	ADP	_	390	case	_	_
389	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	390	det	_	_
390	noticiarios	noticiario	NOUN	NOUN	_	387	nmod	_	TokenRange=2081:2092
391	mundiais	mundial	ADJ	ADJ	_	390	amod	_	TokenRange=2093:2101
392	e	e	CCONJ	CONJ	_	393	cc	_	TokenRange=2102:2103
393	tenho	ter	VERB	VERB	_	381	conj	_	TokenRange=2104:2109
394	plena	pleno	ADJ	ADJ	_	395	amod	_	TokenRange=2110:2115
395	confianca	_	NOUN	NOUN	_	393	obj	_	TokenRange=2116:2125
396-397	nas	_	_	_	_	_	_	_	TokenRange=2126:2129
396	em	em	ADP	ADP	_	398	case	_	_
397	as	o	DET	DET	Definite=Def|Gender=Fem|Number=Plur|PronType=Art	398	det	_	_
398	instituicoes	instituicoe	NOUN	NOUN	_	395	nmod	_	TokenRange=2130:2142
399	brasileiras	brasileiro	ADJ	ADJ	_	398	amod	_	TokenRange=2143:2154
400	como	como	ADP	ADP	_	402	case	_	TokenRange=2155:2159
401	o	o	DET	DET	_	402	det	_	TokenRange=2160:2161
402	ministerio	ministerio	NOUN	NOUN	_	398	nmod	_	TokenRange=2162:2172
403	publico	publico	ADJ	ADJ	_	402	amod	_	TokenRange=2173:2180
404	a	o	DET	DET	_	405	det	_	TokenRange=2181:2182
405	policia	policia	NOUN	NOUN	_	402	conj	_	TokenRange=2183:2190
406	federal	federal	ADJ	ADJ	_	405	amod	_	TokenRange=2191:2198
407	e	e	CCONJ	CONJ	_	409	cc	_	TokenRange=2199:2200
408	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	409	det	_	TokenRange=2201:2202
409	poder	poder	NOUN	NOUN	_	405	conj	_	TokenRange=2203:2208
410	judiciario	judiciario	ADJ	ADJ	_	409	amod	_	SpacesAfter=\s\s|TokenRange=2209:2219

